75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75	75	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
75	75	75	75	75	125	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	125	75
